"","ID","language","channel","country","age","dev.environment","app.type","mobile.os","desktop.os","programming.language.migrate","programming.language.primary","unit.testing","database","database.migrate","database.host","tool.usage"
"599",6390,"Korean","external","South Korea","40-49","Windows","Mobile","Android","Windows","Python","C","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Private Servers","Several times a day"
"600",6424,"Japanese","external","Japan","40-49","Windows","Mobile","Windows","Windows","No, not planning to adopt / migrate","Other - Write In:","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"601",6447,"English","internal","United States","40-49","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","PHP","Yes, I write unit tests","MySQL","Redis","Private Servers","Several times a day"
"602",6460,"English","external","Philippines","18-20","Windows","Mobile","Android","Windows","No, not planning to adopt / migrate","Visual Basic","Yes, I use unit tests, but I don't write them","MS SQL Server","SQLite","Locally","Several times a day"
"603",6465,"English","internal","United Kingdom","30-39","Windows","Web Back-end","Android","Windows","Planning to adopt / migrate to other language(s) - Write in:","C++","No","PostgreSQL","No, not planning to adopt / migrate","Locally","Less frequently"
"604",6466,"Turkish","external","Turkey","21-29","Windows","Web Back-end","Android","Windows","Elixir","PHP","No","MySQL","MongoDB","Private Servers","All day long"
"605",6468,"Turkish","external","Turkey","30-39","Windows","Mobile","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"606",6478,"Spanish","internal","Spain","21-29","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"607",6491,"English","external","United States","50-59","Windows","Web Back-end","Android","Windows","Swift","Java","Yes, I write unit tests","Oracle Database","PostgreSQL","Private Servers","All day long"
"608",6497,"Russian","internal","Russia","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Less frequently"
"609",6519,"English","internal","Brazil","21-29","Unix / Linux","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","No","PostgreSQL","No, not planning to adopt / migrate","Private Servers","Several times a day"
"610",6527,"English","external","China","21-29","Unix / Linux","Mobile","Android","Unix / Linux","No, not planning to adopt / migrate","C","Yes, I write unit tests","SQLite","Redis","Locally","All day long"
"611",6552,"Ukrainian","internal","Ukraine","40-49","Windows","Web Back-end","Android","Windows","Go","Python","No","MS SQL Server","MongoDB","Private Servers","Several times a day"
"612",6553,"English","internal","United States","21-29","Windows","Web Back-end","iOS","Windows","Python","PHP","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"613",6560,"Korean","external","South Korea","40-49","Unix / Linux","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I use unit tests, but I don't write them","DB2","No, not planning to adopt / migrate","Private Servers","All day long"
"614",6577,"English","internal","United States","40-49","Windows","Web Back-end","Android","Windows","Swift","TypeScript","Yes, I write unit tests","MySQL","Redis","Locally","All day long"
"615",6580,"English","external","Germany","30-39","Unix / Linux","Web Back-end","Android","Windows","Elixir","JavaScript","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"616",6581,"Spanish","external","Spain","21-29","Windows","Mobile","Android","Windows","PHP","Python","Yes, I write unit tests","PostgreSQL","MS SQL Server","Locally","Less frequently"
"617",6601,"Portuguese","internal","Brazil","21-29","macOS","Web Back-end","Android","Unix / Linux","No, not planning to adopt / migrate","JavaScript","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Amazon Web Services","All day long"
"618",6606,"Russian","internal","Russia","30-39","Windows","Mobile","Android","Windows","Python","Java","Yes, I write unit tests","DB2","MongoDB","Locally","All day long"
"619",6611,"English","external","Canada","30-39","Windows","Web Front-end","Windows","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","MongoDB","Locally","All day long"
"620",6620,"Russian","internal","Russia","40-49","Windows","Web Back-end","Android","Windows","Objective-C","Java","Yes, I write unit tests","MS SQL Server","PostgreSQL","Locally","All day long"
"621",6630,"English","external","United Kingdom","18-20","Windows","Mobile","Android","Windows","C++","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Private Servers","Several times a week"
"622",6643,"English","internal","Germany","30-39","Windows","Web Back-end","Android","Windows","Go","Python","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"623",6679,"English","external","India","18-20","Windows","Web Back-end","Other - Write In:","Windows","Scala","Python","No","Oracle Database","PostgreSQL","Locally","Less frequently"
"624",6698,"English","internal","Spain","21-29","Unix / Linux","Web Back-end","Android","Windows","C#","Python","Yes, I write unit tests","PostgreSQL","No, not planning to adopt / migrate","Locally","Several times a day"
"625",6704,"Korean","external","South Korea","21-29","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C++","No","PostgreSQL","No, not planning to adopt / migrate","Locally","All day long"
"626",6710,"Portuguese","external","Brazil","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","JavaScript","No","MS SQL Server","PostgreSQL","Private Servers","Several times a day"
"627",6714,"English","external","United States","21-29","Windows","Web Back-end","Android","Windows","R","JavaScript","No","MySQL","PostgreSQL","Locally","Several times a week"
"628",6717,"Portuguese","external","Brazil","21-29","Windows","Web Front-end","Windows","Windows","Python","Java","No","MySQL","No, not planning to adopt / migrate","Microsoft Azure","Less frequently"
"629",6738,"English","internal","Russia","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C#","No","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a week"
"630",6739,"German","internal","Germany","30-39","Windows","Web Back-end","Android","Windows","Scala","Python","Yes, I use unit tests, but I don't write them","MySQL","No, not planning to adopt / migrate","Private Servers","Several times a week"
"631",6746,"English","internal","Finland","40-49","Unix / Linux","Web Back-end","iOS","macOS","No, not planning to adopt / migrate","Python","Yes, I write unit tests","DB2","Redis","Locally","Several times a week"
"632",6807,"English","internal","United States","40-49","Unix / Linux","Web Back-end","iOS","Unix / Linux","TypeScript","Python","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"633",6879,"English","internal","Australia","40-49","macOS","Web Back-end","iOS","macOS","C#","Swift","Yes, I write unit tests","PostgreSQL","No, not planning to adopt / migrate","Heroku","All day long"
"634",6885,"Japanese","external","Japan","30-39","Windows","Web Front-end","Android","Windows","Elixir","C","No","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"635",6890,"English","internal","Czech Republic","21-29","Windows","Web Back-end","Android","Windows","Planning to adopt / migrate to other language(s) - Write in:","Python","Yes, I write unit tests","Oracle Database","Redis","Locally","All day long"
"636",6897,"English","internal","France","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Other - Write In:","Yes, I write unit tests","SQLite","No, not planning to adopt / migrate","Locally","All day long"
"637",6899,"Turkish","external","Turkey","30-39","Windows","Web Back-end","Windows","Windows","Python","C#","No","MS SQL Server","MongoDB","Locally","Several times a day"
"638",6902,"English","external","Sweden","40-49","macOS","Web Back-end","iOS","Unix / Linux","No, not planning to adopt / migrate","Java","Yes, I write unit tests","PostgreSQL","No, not planning to adopt / migrate","Locally","Several times a week"
"639",6906,"Russian","internal","Russia","21-29","Windows","Mobile","Android","Windows","No, not planning to adopt / migrate","Java","No","SQLite","No, not planning to adopt / migrate","Locally","Several times a day"
"640",6910,"English","internal","Singapore","30-39","Windows","Web Back-end","Android","Windows","Planning to adopt / migrate to other language(s) - Write in:","C++","Yes, I write unit tests","Other - Write In:","No, not planning to adopt / migrate","Locally","All day long"
"641",6929,"English","internal","United States","50-59","Windows","Web Back-end","Android","Windows","Go","Java","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"642",6974,"English","external","Canada","40-49","Windows","Web Back-end","Android","Windows","Elixir","C++","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"643",6983,"Russian","external","Russia","18-20","Windows","Web Back-end","Android","Windows","Kotlin","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a week"
"644",6984,"English","internal","Germany","21-29","macOS","Web Front-end","Android","Windows","Swift","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"645",6985,"Polish","external","Poland","18-20","Windows","Mobile","Windows","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","PostgreSQL","No, not planning to adopt / migrate","Locally","All day long"
"646",6997,"Portuguese","external","Brazil","21-29","Windows","Web Front-end","Windows","Windows","C++","C#","No","MS SQL Server","MongoDB","Locally","Several times a day"
"647",7003,"Turkish","internal","Turkey","21-29","Windows","Web Back-end","Android","Windows","Python","PHP","No","MySQL","SQLite","Private Servers","Several times a day"
"648",7027,"English","internal","Canada","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","Yes, planning to adopt / migrate to other database(s) - Write in:","Locally","Several times a day"
